square_footage,rooms,bathrooms,construction_year,renovation_year,zip_code,floors,broadband,lot_size,energy_efficiency,price
1055.0,5,1.5,1969,,30144,1,1,6044.0,1,187245.0
2130.0,7,1.5,2002,,30030,1,1,14991.0,5,523963.0
1601.0,5,3.0,1982,,30305,1,0,13680.0,5,388521.0
2149.0,6,2.0,1960,,30338,1,0,10892.0,4,328233.0
1240.0,6,3.0,2010,,30080,1,1,11598.0,3,313345.0
1743.0,7,3.0,1978,,30305,2,1,15046.0,3,492118.0
2289.0,6,3.0,1998,,30080,1,1,7457.0,3,398065.0
2420.0,3,2.0,1974,,30301,1,1,12817.0,1,339827.0
2450.0,3,3.0,1990,2007.0,30080,2,1,14798.0,3,447340.0
1408.0,5,3.5,2005,2019.0,30080,2,1,4871.0,2,297702.0
2713.0,5,1.5,2013,,30305,2,1,14740.0,2,521355.0
1720.0,6,2.0,1964,,30030,2,1,5304.0,1,321239.0
2580.0,5,2.0,1998,,30305,2,1,11530.0,3,507059.0
2194.0,5,2.0,2015,,30338,1,1,7346.0,1,397233.0
1374.0,7,3.0,1996,2019.0,30144,1,1,17725.0,5,392873.0
2010.0,4,2.5,1960,,30305,1,1,7372.0,5,353547.0
2419.0,5,2.5,1963,,30305,2,1,5399.0,5,412340.0
2568.0,5,2.0,1964,,30318,2,1,12533.0,2,327243.0
2115.0,5,1.5,1957,,30318,2,1,10345.0,1,327158.0
3119.0,7,2.0,2004,1980.0,30301,2,1,5982.0,3,529032.0
2805.0,7,3.0,2019,,30328,1,0,14103.0,4,611436.0
2046.0,5,2.5,1987,,30309,2,1,4034.0,1,328141.0
2650.0,5,2.0,1993,,30305,2,0,7855.0,5,499344.0
3360.0,5,3.0,2005,,30309,2,1,9699.0,3,639035.0
3376.0,3,1.5,1979,1998.0,30301,2,1,15209.0,5,442713.0
1463.0,5,2.0,1984,,30144,1,0,17182.0,1,259462.0
1644.0,4,2.0,1992,,30144,2,1,16411.0,3,408431.0
3091.0,3,3.5,1971,1991.0,30318,1,1,11387.0,3,449358.0
1565.0,3,3.0,1954,,30080,1,1,2291.0,1,131850.0
